source_index,word,category
17046,tolol,低俗色情
17046,ngajinya sm orang ngk jelas,宗教
17050,cebong,涉政
17051,cina kafir,涉敏
17051,bangsat,低俗色情
17051,komunis,涉政
17052,rakyat kaum bani cebong,涉敏
17053,anjir,低俗色情
17053,cupu,低俗色情
17055,kontolku besar panjang,低俗色情
17055,ngentot,低俗色情
17058,antek aseng,涉敏
17061,setan,宗教
17065,ngentot,低俗色情
17065,blowjob,低俗色情
17065,kontol,低俗色情
17065,ngentothijab,低俗色情
17065,sepongkon,低俗色情
17068,fpi&darul islam&isis,暴力恐怖
17071,minoritas tau diri,涉敏
17072,kampang,低俗色情
17079,cebong,涉敏
17079,pk anis,涉政
17080,busuk mawati,涉敏
17080,beragama islam,宗教
17080,gila,涉敏
17082,bom yang gede,暴力恐怖
17084,cacat,涉敏
17086,luhut bajingan,涉敏
17087,anjeng,低俗色情
17087,bangsad,低俗色情
17088,goblog,低俗色情
17089,adek2 kunyuk,低俗色情
17089,bau kek sempak kuda,低俗色情
17090,tuhan&iblis&agama onta,宗教
17092,pki&cinaisasi,涉政
17093,ngentot,低俗色情
17096,sampah,低俗色情
17096,busuk,低俗色情
17099,ekstrimis,宗教
17100,idiot,低俗色情
17101,suara tangismu yang buat aku tak bisa berbuat apa-apa,涉敏
17103,otak dungu,低俗色情
17103,bubarkan pki,涉政
17103,bodoh,低俗色情
17103,otak kosong,低俗色情
17104,yahudi,宗教
17108,pki&antek komunis,涉政
17114,bacot,低俗色情
17114,dungu,低俗色情
17116,pendukung lgbt,涉敏
17117,pemuas syahwatnya,低俗色情
17118,muslim&cocok2 penis bangsa,宗教
17118,cocok2 penis,低俗色情
17119,dungu,低俗色情
17119,maho,涉敏
17120,bani pekok,涉敏
17120,danga dungu,涉敏
17121,ngentot,低俗色情
17121,kentut,低俗色情
17124,jahanam,低俗色情
17127,asing-cina,涉敏
17128,melayu&yahudi,涉敏
17130,presiden&wakilnya,涉政
17132,antek antek pki,涉政
17139,di usir&di bantai,暴力恐怖
17144,camsex,低俗色情
17144,kaya monyet,涉敏
17145,geblek,低俗色情
17149,lengserkan&qishosjokowi,涉政
17151,umat islam di bodohi,宗教
17152,homo,涉敏
17152,sial&bajingan&goblok,低俗色情
17152,amput&anjing,暴力恐怖
17152,terima balasan,暴力恐怖
17153,peledakan bom&anak-anak,暴力恐怖
17154,banci,涉敏
17155,kampang,低俗色情
17155,bgst,低俗色情
17156,kntl,低俗色情
17157,ngocok memek,低俗色情
17158,kontol tebel,低俗色情
17158,jembut rimbun,低俗色情
17158,colinya bikin ngiler,低俗色情
17161,jawa&antek,涉政
17164,budaya songsang,价值观
17164,tolak budaya lgbt,价值观
17165,cebong&badut nya china,涉敏
17166,kafir,宗教
17168,titit darah penghabisan,暴力恐怖
17168,dibully sampe,暴力恐怖
17169,cina&dibantai,涉敏
17169,usir,涉敏
17172,non muslim,宗教
17172,rezim ini,涉政
17175,bego,低俗色情
17176,punya otak? taruh dimana? pasti taruh di congor lo kan?,低俗色情
17177,babi,宗教
17177,jamban,低俗色情
17177,morfotin,涉政
17180,kitab sampah berbahaya,宗教
17181,edan,低俗色情
17182,ambu silit,低俗色情
17183,najis,低俗色情
17184,yahudi&nasrani,宗教
17187,kontol,低俗色情
17187,cakep panjang,低俗色情
17187,croott,低俗色情
17188,kepala tembus peluru,暴力恐怖
17190,bacot,低俗色情
17190,bodoh2in,低俗色情
17198,dungu & biadab islam,宗教
17198,quran merintahkan penggal kafir,宗教
17198,penggal kafir,暴力恐怖
17199,penghina keluarga jokowi&penghina prabowo sby,涉政
17200,bani koplak,低俗色情
17200,bego,低俗色情
17205,hti&fpi,涉政
17205,otak bebek,低俗色情
17205,junj,低俗色情
17209,lengserkan jokowi,涉政
17209,kembalikan ahok ke cipinang,涉政
17210,etnis cina di indonesia tetap tdk menduduki pemerintahan,涉敏
17213,islam&kitab suci,宗教
17213,logika lu jatuh ke palung jawa,涉敏
17215,manusya2 udik,涉敏
17216,nkri&bukan orang indonesia,涉政
17216,pancasila&bukan orang indonesia,涉政
17217,tolol,低俗色情
17221,indonesia&cina,涉政
17222,bubarkan dpr,涉政
17223,tae,低俗色情
17223,digampar,暴力恐怖
17224,sosialis komunis,涉政
17224,bung fadly&pak tgb,涉敏
17226,ngewe',低俗色情
17227,anti-suharto&komunis,涉政
17229,burma&budha&teroris,宗教
17230,bego,低俗色情
17232,brengsek,低俗色情
17236,bawa bom&ngetes pak pol,暴力恐怖
17239,ngekick&dari dunia,暴力恐怖
17241,fitnah prabowo,涉政
17243,setan&iblis&dajjal,宗教
17243,jokopret,涉政
17244,org² sipit,涉敏
17244,syi'ah rafidhah,宗教
17248,tai,低俗色情
17250,pki&komunis,涉政
17252,cebong guoblok,涉敏
17253,kafir,宗教
17253,penista agama,宗教
17253,ngehek,低俗色情
17254,anak anjing,低俗色情
17255,kampret,低俗色情
17256,kampret,低俗色情
17260,titit,低俗色情
17260,asuuuuu,低俗色情
17261,rezim koplak,涉政
17261,umat muslim sdg di pilah,宗教
17261,golongan muslimin dan munafiqun,宗教
17262,jancuk,低俗色情
17264,prabowo pengangguran,涉政
17264,politikus nganggur,涉政
17265,musyrik,宗教
17268,pki,涉政
17269,siap-siap dipenjara,涉政
17273,ngaco sok jagoan,涉敏
17274,komunis,涉政
17275,cari yeoja yg chara seksi lonte,低俗色情
17275,ngentot,低俗色情
17276,tolol&goblok,低俗色情
17280,mbak kunti,低俗色情
17281,dungu,低俗色情
17281,kagak,低俗色情
17284,tinja,低俗色情
17284,aseng,涉敏
17285,pki,涉政
17288,kntl,低俗色情
17288,ga punya mata,涉敏
17290,komunis&atheis,涉政
17291,angkat kaki dari bumi nkri,涉政
17293,inherit agama bro.. nasib terberanak dlm islam,宗教
17295,ganyang pki,涉政
17295,prabowo,涉政
17297,angkat senjata&menguasai desa,涉政
17298,komunis&zionis,涉政
17300,open bo,低俗色情
17301,membuang islam,宗教
17302,etnis cina&penghianat&antek belanda,涉敏
17303,jamban,低俗色情
17306,kampret,低俗色情
17307,ahok&simulut jamban,涉政
17307,tai kucing,低俗色情
17309,tolol,低俗色情
17311,goblok,低俗色情
17315,taik,低俗色情
17315,caci maki,低俗色情
17315,asuuu,低俗色情
17318,penista agama,宗教
17318,koruptor,涉政
17319,kunyuk,低俗色情
17319,kehed,低俗色情
17320,muhammad bejad nabi,宗教
17323,eek,低俗色情
17324,anjing&geblek,低俗色情
17326,di turunkan,涉政
17333,gelut,暴力恐怖
17334,ngewe,低俗色情
17344,jongos cina,涉敏
17347,brengsek,低俗色情
17348,teroris islam,宗教
17348,alquran adalah kitab teroris,宗教
17350,bego,低俗色情
17354,anjir,低俗色情
17356,allah swt&dungu&biadab,宗教
17357,pemberontak&koruptor,涉政
17364,bom,暴力恐怖
17366,bangsat,低俗色情
17366,goblok,低俗色情
17366,homoan,低俗色情
17367,jilat vagina,低俗色情
17367,gigit klentit,低俗色情
17370,babi&anjeng&kimakkk&setan,低俗色情
17370,bocahh,未成年
17371,kapir,宗教
17371,goblok,低俗色情
17371,munafik,价值观
17373,picek,低俗色情
17373,taek,低俗色情
17373,ndayak,低俗色情
17373,kadal,低俗色情
17373,ilatmu,低俗色情
17378,bokep&ngentot&crot&horny&sange&kontol&boobs&blowjob&milf&blondecum&filmmalam&nontonbokep&bokeponline,低俗色情
17379,pki,涉政
17381,cina,涉敏
17382,jablay&abg&lonte&bispak&bugil&naked&toge&puting&jilboob&binal&bisyar&ayamkampus&tantegirang&ngewe&ngentot&porn&bigtits&pascolmania&cocktribute,低俗色情
17384,silit,低俗色情
17385,pki,涉政
17386,indonesia&cina&boikotprodukchina,涉政
17387,tolol,低俗色情
17388,sarap&bgstttttttt,低俗色情
17389,dilempar molotov,暴力恐怖
17389,nikah sama monyet,低俗色情
17390,goblok,低俗色情
17390,kafir,宗教
17390,fitnah,涉敏
17391,goblok,低俗色情
17393,bloon,低俗色情
17394,fiks dia sinting,低俗色情
17395,jil,宗教
17396,setan,低俗色情
17400,bangsat,低俗色情
17400,cebong,低俗色情
17400,kecoak,低俗色情
17400,bajingan,低俗色情
17400,taik ayam,低俗色情
17400,uanjing,低俗色情
17400,bodat,低俗色情
17400,cecurut,低俗色情
17400,borax,低俗色情
17400,kucirap,低俗色情
17401,butut goblog,低俗色情
17402,ngentot,低俗色情
17403,bani daster,涉敏
17403,haram,宗教
17406,bom,暴力恐怖
17411,cocot busuk,低俗色情
17411,sara,涉敏
17413,jiwa komunis,涉政
17414,doyan di gagahin,低俗色情
17416,kapir,宗教
17416,cebong,涉政
17416,ngatain agama islam,宗教
17417,kelas bawah,涉敏
17419,bodat&komunis&tolol,涉政
17421,kampret,低俗色情
17424,rezim jokowi&anti islam,涉政
17425,admin gerinda,涉政
17427,bajingan,低俗色情
17430,tolol,低俗色情
17430,rezim,涉政
17431,diktator,涉政
17431,jongos,低俗色情
17431,jagal manusia,暴力恐怖
17435,anjing,低俗色情
17435,bacod,低俗色情
17435,bangsad,低俗色情
17435,tantang duel,暴力恐怖
17438,kunyuk,低俗色情
17438,bangsat,低俗色情
17439,"aki"" gila",涉敏
17439,kafir,宗教
17439,pro aseng,涉敏
17440,si bani kuda wowok bin onta,涉敏
17440,ibu kau msh selingkuh dgn kuda wowok,低俗色情
17441,mukidi,涉政
17442,yg nebar kebencian,涉敏
17442,ahok,涉政
17443,mampus,暴力恐怖
17443,onta arab,涉敏
17446,bajingan&berkedok agama,涉敏
17449,dongo&kampret&kalabong,低俗色情
17450,org2 bejad tabiatnya kasar,涉敏
17452,ga pantes jadi presiden,涉政
17454,bacot,低俗色情
17454,emak bapak lo,低俗色情
17455,bodo amat-in,低俗色情
17456,ujaran kebencian,涉敏
17457,geblek,低俗色情
17459,usir seluruh budha,宗教
17460,menghina islam&mengajar solat minta pahala,宗教
17462,kampret,低俗色情
17463,islam&sesat&menyesatkan,宗教
17466,kampret,低俗色情
17469,cebong dungu 7 turunan,涉敏
17474,cukong-cukong aseng pengkhianat nkri,涉政
17477,pdip&bajingan,涉政
17478,kaum 1/2 kapir,宗教
17478,otakjunkfood,涉敏
17481,cebong,涉敏
17481,sok2 islam,宗教
17482,mendungukan & membiadabkan bangsa,涉敏
17482,dungu dan biadab,涉敏
17483,jokowi&mundur,涉政
17485,binatang terkutuk,涉敏
17486,aseng&kafir,涉敏
17489,lesbi,低俗色情
17490,dasar tolol,低俗色情
17491,iblis betina,低俗色情
17491,pelacur,低俗色情
17492,celeng,低俗色情
17492,dungu,低俗色情
17493,memek&di sodok,低俗色情
17499,yahudi zionis,涉敏
17501,bangke luh,低俗色情
17503,cebong,涉政
17503,mingkem,涉政
17503,otaknya udh terkontaminasi,涉政
17504,disepongin&pecun,低俗色情
17507,bangke keturunan babi keparat,涉敏
17507,pemimpin a,涉政
17508,najis,低俗色情
17508,bong mata lo,暴力恐怖
17510,penggallah kepala&pancunglah tiap2 ujung jari,暴力恐怖
17516,bloon,低俗色情
17519,bakar2 sekolahan,暴力恐怖
17522,fubu-an,低俗色情
17523,warrrbisah',低俗色情
17524,antek cina,涉政
17524,pribumi,涉敏
17526,kecoak,低俗色情
17526,dungu,低俗色情
17528,bkn milik islam,宗教
17532,bloon,低俗色情
17534,bangke,低俗色情
17538,udik,低俗色情
17539,dasar celeng,低俗色情
17544,kafir,宗教
17544,tai,低俗色情
17546,apa-apaan bapaknya si ka cocot,低俗色情
17547,brengsek,低俗色情
17549,kntl,低俗色情
17550,bapak lo,涉敏
17552,nabi adam&nabi ibrahim&nabi musa&nabi nuh&nabi isa&nuzul quran&ulama&dungu,宗教
17553,allah hu barbar,宗教
17553,buang islam,宗教
17554,dungu plonga plongo,低俗色情
17554,kkkkkkkkkkkkkk,涉敏
17557,bangsad,低俗色情
17557,lihat apa yang bisa saya lakuin,暴力恐怖
17558,kafir,宗教
17558,pemakan babi,宗教
17558,pk di tolak,涉政
17559,pen muntah beneran tai lo hyung,低俗色情
17564,bodo amat,低俗色情
17569,anti kebhinnekaan,涉政
17569,cebong,涉政
17569,ummat islam,宗教
17571,benci kafir,宗教
17571,mecah bangsa,涉政
17572,bencong,涉敏
17572,mengganti dasar pancasila negara dgn khilafah,涉政
17576,ngewe,低俗色情
17579,cebong dungu,涉敏
17579,iq sekolam,涉敏
17579,ngeyel,低俗色情
17581,pki,涉政
17582,bajingan,低俗色情
17583,nista,低俗色情
17585,psk,低俗色情
17588,ayahnya kan dah mati bom bunuh diri di sby,暴力恐怖
17589,manusia hina,涉敏
17592,cewek lo maho,低俗色情
17593,usir&budha myanmar,宗教
17597,orang indonesia,涉敏
17598,rezim anti islam,宗教
17599,lengeserkan jokowi&lengserkan jusuf kalla,涉政
17600,tante kunti,低俗色情
17601,gila,低俗色情
17601,sinting,低俗色情
17602,anjing,低俗色情
17602,gayvideo&gayvid&gvid&gaybandung,低俗色情
17603,islam cebong nusantara,宗教
17604,isis,暴力恐怖
17605,artis film komunis,涉政
17606,revolusi lengserkan,涉政
17607,bajingan,低俗色情
17611,membantai muslim rohingya,暴力恐怖
17614,pendusta&pemimpin agama kristen,宗教
17615,goblog,低俗色情
17615,zonk,低俗色情
17615,wowo,低俗色情
17619,asu,低俗色情
17619,bego,低俗色情
17619,ngepet,低俗色情
17625,cebong&dungu,涉敏
17626,komunis,涉政
17626,megawati&sri mulyani&puan maharani,涉政
17629,bodo amat,低俗色情
17632,diktator,涉政
17635,cina&antek komunis,涉敏
17636,bego,低俗色情
17636,begonya,低俗色情
17636,dumbception,低俗色情
17640,buang islam,宗教
17641,ahok&penjarakan,涉政
17642,pki,涉政
17645,sinting,低俗色情
17646,sarap,低俗色情
17646,otak ente ampu kaki,低俗色情
17648,antek komunis,涉政
17655,memek,低俗色情
17657,kampret bodoh,低俗色情
17659,liberal&sekuler&syiah&komunis&intoleran&ekstrimis,涉政
17662,biji babi,涉敏
17662,ahok,涉政
17662,jkw,涉政
17662,ngomong almaidah,宗教
17665,mampus,低俗色情
17666,aseng,涉敏
17667,bodat,低俗色情
17667,komunis,涉政
17667,cina,涉敏
17668,proxy cina komunis,涉政
17669,ganti rezim&demo2 suarakan keadilan,涉政
17670,anjir&guhe',低俗色情
17673,banci,涉敏
17673,cegan,低俗色情
17674,kampret,低俗色情
17678,orang idiot,低俗色情
17678,iyain aja gua,低俗色情
17679,menghina presiden,涉政
17683,kampret,低俗色情
17687,lengserkan jokowi,涉政
17688,buta,低俗色情
17689,anjir,低俗色情
17690,nyet,低俗色情
17695,akun sampah,低俗色情
17696,anak monyet,涉敏
17696,sektariannizrm,宗教
17696,pemecah belah,涉政
17696,kecebong,涉敏
17696,makar,涉政
17700,kafir budha teroris,宗教
17700,menghancurleburkan,暴力恐怖
17701,banci,涉敏
17704,antek-antek pki,涉政
17710,kampret,低俗色情
17711,bangsad,低俗色情
17713,yahudi,宗教
17715,keparat,低俗色情
17719,kampret&hti&killafah,涉政
17720,bejad,低俗色情
17721,idiot,低俗色情
17722,belaga budek&belaga pilon,涉政
17725,sipit&ga punya mata,涉敏
17726,nyamuk keparat,低俗色情
17727,onta cebong,涉敏
17729,anjing,低俗色情
17729,babi,低俗色情
17729,tolol,低俗色情
17732,anjing&goblog&setan&bangsat,低俗色情
17736,idiot,低俗色情
17738,bangsad,低俗色情
17740,bajingan,低俗色情
17742,ganti presiden endasmu,涉政
17742,ngumbar cocot,低俗色情
17742,goblog,低俗色情
17745,anak pemberontak,涉政
17747,bajingan,低俗色情
17753,bangsad,低俗色情
17754,buta tuli,涉政
17754,tubruk-tabrak,涉政
17754,budek,涉政
17754,lengserkan jokowi,涉政
17757,kau kena ingat nor,涉敏
17759,cina,涉敏
17762,dijenguk,涉敏
17763,edan,低俗色情
17763,koe,低俗色情
17765,bahaya laten,涉政
17769,dijajah cina,涉政
17776,terkutuk,涉敏
17778,antek cina,涉敏
17780,setan&iblis,低俗色情
17781,titit,低俗色情
17782,ngegodain&ngerojok memek,低俗色情
17782,pusing ngga ada duit,涉敏
17785,penista agama,宗教
17785,tukang caci maki,涉敏
17785,tai tai,低俗色情
17788,najis&bencong,低俗色情
17789,aseng,涉敏
17790,asu,低俗色情
17795,ngentot,低俗色情
17796,maho,低俗色情
17797,brengsek,低俗色情
17799,autis,涉敏
17800,muslim,宗教
17801,hina presiden&hina ulama&hina rijik,涉政
17803,lancarkan bom atom,暴力恐怖
17804,klo bani sebelah,涉敏
17807,babi,宗教
17808,homo,涉敏
17817,babi,低俗色情
17819,idiot,涉敏
17820,pki,涉政
17821,bubarkan dpr,涉政
17822,aseng&asing,涉敏
17824,orangan mancam ente gak di perlukan di negeri ini,涉敏
17824,gedongan gede dongo ngawur,低俗色情
17826,banyak bacot,低俗色情
17828,bajingan,低俗色情
17829,crot&ngentot,低俗色情
17832,setan,低俗色情
17833,komunis,涉政
17836,kontol,低俗色情
17836,timun,低俗色情
17838,kapir,宗教
17839,kafir,宗教
17840,silit,低俗色情
17842,bidadari jamban,低俗色情
17844,jablay,低俗色情
17844,bangsat,低俗色情
17845,kebiadabannya,涉敏
17846,islamofobia&kafir&yahudi&asing&aseng&liberal&kumunis&lgbt,涉敏
17847,cukong&aseng&asing,涉敏
17848,jablay,低俗色情
17849,khilafahajaranislam&returnthekhilafah,涉政
17850,ajaran sesat,宗教
17850,biadab,涉敏
17852,kampungan,低俗色情
17852,dungu,低俗色情
17856,bajingan,低俗色情
17857,palestina antek aseng,涉敏
17858,muslim yg terzalimi,宗教
17859,kunyuk,低俗色情
17864,politisi koplak,低俗色情
17864,pecat dia,涉政
17866,kampret,低俗色情
17867,maho,低俗色情
17867,doyan pentil mimi peri,低俗色情
17868,lengserkan jokowi,涉政
17871,pelampiasan nafsu,低俗色情
17871,pepek,低俗色情
17871,kontol,低俗色情
17877,agenda yahudi,涉敏
17879,berak&mencret,低俗色情
17880,sengkuni&tukang ramal,涉政
17880,anies penyelamat bangsa,涉政
17880,cocot e sengkuni,涉政
17880,masuk neraka lo,宗教
17882,jancuk,低俗色情
17883,jokowi pki,涉政
17883,lengserkan jokowi,涉政
17884,sampah sarap,低俗色情
17884,kau,涉敏
17888,kampret,低俗色情
17889,mbajingi&bajingan,低俗色情
17890,sontoloyo&goblok,低俗色情
17891,bermuka lebar&bermata kecil&sipit,涉敏
17893,kntl,低俗色情
17895,batak kafir,宗教
17896,katrok,低俗色情
17898,dungu,低俗色情
17900,cebong,涉敏
17900,bacot,低俗色情
17902,kampret,低俗色情
17911,bacot,低俗色情
17913,jutek&udik,低俗色情
17916,kafir,宗教
17917,cacad,低俗色情
17918,sontoloyo,低俗色情
17922,sumbu pendek&mencak-mencak&kedunguannya,低俗色情
17925,cebong,涉敏
17928,goblok&bloon,低俗色情
17929,idiot,低俗色情
17929,cong,低俗色情
17931,kafir,宗教
17932,bajingan&preman,低俗色情
17933,sipit,涉敏
17934,banci,涉敏
17935,bencong,低俗色情
17935,gembel warnet,低俗色情
17935,banci kaleng,低俗色情
17941,asu,低俗色情
17947,brengsek,低俗色情
17947,hina agama,宗教
17948,kampang,低俗色情
17950,jablay,低俗色情
17950,perek,低俗色情
17951,emakemak,低俗色情
17953,asu,低俗色情
17955,ganyang&pki,涉政
17958,rezim anti islam,宗教
17961,budek&buta&otak mati,低俗色情
17962,otak bani cebong,涉敏
17962,napi penista agama,宗教
17962,mulut jamban,低俗色情
17966,aseng,涉敏
17967,komunis&syiah&murtadin,涉政
17968,islam&nusantara,宗教
17968,telanjang,低俗色情
17970,anti islam,宗教
17971,najis&mesum,低俗色情
17973,kristen radikal,宗教
17973,kaum sekuler,涉政
17973,komunis,涉政
17977,anjing2,低俗色情
17977,kopar kapir,宗教
17977,aseng asing,涉敏
17978,bego,低俗色情
17980,kampang,低俗色情
17985,kaum bani cabul,宗教
17986,geblek,低俗色情
17989,islam&nusantara,宗教
17990,allah swt&syetan,宗教
17990,halalkan rampasan,价值观
17990,ngobarkan cocok2 penis,低俗色情
17991,tolol,低俗色情
17991,ngemis,低俗色情
17991,muslim,宗教
17992,anjing&monyet&babi,涉敏
17993,muslim rohingya&teroris budha,宗教
17995,cangkem&cocot,低俗色情
17996,picek,低俗色情
17998,selesaiin bareng aja sini,暴力恐怖
17998,pecahkan 3 biji,暴力恐怖
18002,bodoh&goblok,低俗色情
18003,orang cina&pribumi di usir,涉敏
18005,kampret&cebong,涉敏
18008,congor,低俗色情
18009,tai ayam,低俗色情
18011,cebong,涉敏
18012,bego,低俗色情
18013,ajaran sesat,宗教
18017,pki,涉政
18017,antek komunis,涉政
18020,bunuh kafir,暴力恐怖
18021,sange,低俗色情
18021,bispak,低俗色情
18021,janda,低俗色情
18027,bangsad,低俗色情
18029,yahudi&rasullah,宗教
18030,bego,低俗色情
18031,usir penjajah cina,涉政
18031,dr bumi indonesia,涉政
18033,sinting,低俗色情
18034,kontol gede,低俗色情
18036,cebong,涉政
18036,laknat,宗教
18036,gak kreatif bgt,价值观
18037,cebong&bangsad,涉敏
18037,modar,暴力恐怖
18037,hama,涉敏
18040,mucikari,低俗色情
18042,tak kan jd kepala daerah,涉政
18046,kafir,宗教
18049,bego,低俗色情
18050,jilat memek,低俗色情
18052,bgst,低俗色情
18054,al qur'an&capres,宗教
18055,napi&cina&kafir,涉敏
18058,bangsat,低俗色情
18058,pengecut,涉敏
18058,bani onta,宗教
18059,cebong&kapir,宗教
18060,dasar cina,涉敏
18061,kacrut,低俗色情
18062,bani cabul&bani kampret,涉敏
18065,cebong&kaum dungu,涉敏
18066,babi,涉敏
18066,ya allah,宗教
18071,banci,低俗色情
18071,planga plongo,低俗色情
18072,orang2 kafir,宗教
18072,nasrani pendukung2 ahok kafir,宗教
18074,jilatin&memek,低俗色情
18075,bego,低俗色情
18077,ngentod,低俗色情
18081,cunihin,低俗色情
18085,busukmawati,低俗色情
18087,yahudi,宗教
18088,ganyang pki,涉政
18088,anti pki,涉政
18091,ngentot,低俗色情
18092,bodo amat,低俗色情
18095,bangsat,低俗色情
18095,monyet,低俗色情
18095,babi,低俗色情
18095,anjing,低俗色情
18096,ngaca luh,低俗色情
18099,cina&dungu,涉敏
18099,cebong,涉政
18100,cina&usir cina,涉敏
18101,kampret,低俗色情
18103,ajaran sesat,宗教
18103,mendungukan & membiadabkan,宗教
18104,kafir,宗教
18105,ngentod,低俗色情
18106,pribumi/rakyat indonesia,涉敏
18106,buzzer'2 bayaran cina,涉敏
18107,fitnah,涉敏
18110,tampang banci,低俗色情
18110,lgbt,涉敏
18111,zonk sontoloyo,低俗色情
18111,teroris,暴力恐怖
18115,antek zionis,涉政
18115,antek komunis,涉政
18116,cocok2 penis,低俗色情
18119,mainnya di jamban,低俗色情
18121,otaknya di dengkul,涉敏
18122,korea ori&sipit,涉敏
18124,nete,低俗色情
18126,yahudi&israel,宗教
18132,pemaen aseng,涉敏
18133,usir cina dari nkri,涉政
18134,cebong,涉敏
18136,otaknya dungu,低俗色情
18138,penista agama,宗教
18139,muka lu cabul,低俗色情
18139,banci,涉敏
18142,adminnya tolol,低俗色情
18143,perppu ormas,涉政
18144,kampang,低俗色情
18145,bacot,低俗色情
18147,muslim&yahudi,宗教
18148,mati ajah,暴力恐怖
18148,minum kencing onta,低俗色情
18151,gembrot&bulet pipi,涉敏
18153,si janda,涉敏
18154,tolol,低俗色情
18154,bencong,低俗色情
18155,kampret,低俗色情
18158,ngentot&diciumin,低俗色情
18160,konspirasi yahudi,涉敏
18162,makar jokowi,涉政
18163,maho,低俗色情
18171,halah kampret,低俗色情
18173,ngentot,低俗色情
18173,maljum,低俗色情
18174,orang cina,涉敏
18174,goblok,低俗色情
18174,tukang tipu,涉敏
18175,cebong&kapir,宗教
18177,mampus lu tai,低俗色情
18178,ustad&otaknye nangkring di dengkul,宗教
18178,ustad&provokator,宗教
18178,ustad&perutnye bun,宗教
18179,bodo',低俗色情
18180,sontoloyo,低俗色情
18180,bom kampung,暴力恐怖
18182,ngentot,低俗色情
18184,ngewe,低俗色情
18190,ngomong sama ember sono,低俗色情
18190,modal congor ama ludah,低俗色情
18190,nenek2 bunting,低俗色情
18191,pantat balita,低俗色情
18200,china,涉政
18200,bani kampret,低俗色情
18203,kafir&dajjal,宗教
18205,hancurkan partai syetan,涉政
18205,allahu akbar,宗教
18209,geblek,低俗色情
18211,bacot,低俗色情
18212,asu,低俗色情
18214,orang kafir,宗教
18214,china paham komunis,涉政
18214,bikin negara di indonesia,涉政
18215,tolol,低俗色情
18219,asu,低俗色情
18220,antek orde baru,涉政
18224,halah tai,低俗色情
18224,ngatain,涉敏
18227,islam nusantara,宗教
18227,cebong nusantara,涉敏
18228,kampret-cebong,涉敏
18228,kafir,宗教
18228,cina,涉敏
18228,pki,涉政
18231,belek onta,低俗色情
18231,ngomong gue dari belakang,涉敏
18233,ancuran tai burung,低俗色情
18239,idiot,低俗色情
18240,cacat otak,涉敏
18241,matamu picek,低俗色情
18241,dungu plus koplak,低俗色情
18244,kapar kapir,宗教
18244,jgn gila ya,低俗色情
18246,kampret&zonk,低俗色情
18247,hancurkan nkri,涉政
18247,tergadai ne ibu pertiwi,涉政
18248,rezim komunis,涉政
18250,ahok jamban,涉政
18250,kristen,宗教
18250,china kafir,涉敏
18252,mampus lu kunyuk,低俗色情
18255,tionghoa,涉敏
18256,membunuh 260jt rakyat,暴力恐怖
18259,banci&jancok,低俗色情
18260,capek mati,暴力恐怖
18260,mudah-mudahan setya novanto mati,暴力恐怖
18261,muhammad&legalkan kejahatan,宗教
18262,bangsad,低俗色情
18264,banci kaleng,涉敏
18264,gembel warnet,涉敏
18266,pki,涉政
18268,setya novanto&dpr,涉政
18269,pki,涉政
18269,sinamata sipit,涉敏
18269,memperkosa negara,涉政
18270,bangsat&banci,低俗色情
18271,sipit,涉敏
18272,jancuk,低俗色情
18281,kepala monyet,涉敏
18281,parti beruk2 nyanyuk,涉敏
18281,kera2,涉敏
18287,isis&al-qaedah&khawarij,暴力恐怖
18288,kencing onta,低俗色情
18290,goblok,低俗色情
18290,bodoh,涉敏
18291,bacod&ngentod,低俗色情
18292,pecun,低俗色情
18294,orang bego,低俗色情
18294,otak ka,低俗色情
18295,alquran&sampah,宗教
18299,hancurkanpartaisetan,涉政
18300,ngentod,低俗色情
18302,cebong,涉政
18304,ngentot,低俗色情
18305,kontolnya kecil,低俗色情
18305,fetish latex,低俗色情
18308,bunuh diri,暴力恐怖
18310,lengserkan&jokowi,涉政
18314,lesbi,低俗色情
18316,umat katolik,宗教
18319,hatinya busuk&ucapannya menjijikkan&perbuatannya gak kalah brengsek,涉敏
18324,penghianat nkri,涉政
18324,komplotan moncong babi,涉政
18324,antek pki,涉政
18324,tenggelamkan,暴力恐怖
18326,memukulnya&pukulan itu mematikan,暴力恐怖
18328,perempuan budak seks,低俗色情
18330,bego&dungu,低俗色情
18331,aktifis 98,涉政
18331,pki,涉政
18333,dungu&idiot,低俗色情
18334,ditiduri,低俗色情
18336,lucuk&sipit,涉敏
18337,tai luh mah,低俗色情
18338,titit,低俗色情
18341,koko sipit,涉敏
18343,org cina,涉敏
18345,ganyang pki,涉政
18347,pki&pdip,涉政
18348,orang kafir,宗教
18352,bajingan,低俗色情
18356,penista agama,宗教
18361,ngentot&kontol&bokepasia&videomesum&videobokepgrat,低俗色情
18362,titit,低俗色情
18363,pki&komunis&anti islam&antek cina,涉政
18364,kacung,涉敏
18364,cung,涉敏
18366,kntl,低俗色情
18370,silit item,低俗色情
18371,anak pki,涉政
18372,cebong,涉政
18372,junjungannya yg plonga-plongo,涉政
18373,cina,涉敏
18375,memek&di gilir,低俗色情
18376,allah swt&ayat penggal kafir,宗教
18376,cocok2 penis,低俗色情
18380,budak ahok kafir,宗教
18382,tolol-tololin,低俗色情
18384,bajingan,低俗色情
18385,orang paling busuk,低俗色情
18385,lebih busuk dari bangkai,低俗色情
