text,category,misogyny,target
@yumnafawaz @rayaelhassan والحشا بتخوفي العمى ما ابشعك,stereotyping & objectification,misogyny,active
"@DimaSadek السيدة ديما شكرا لك ، ياريت تسلطوا الضوء على النبطية وماتخذلوا هي الفرصة اللي ما صدقوا فيها المسامين 

ه… https://t.co/UCXzVJ7ROJ",none,none,none
@DimaSadek حاش تكذبي عالعالم افلامك محروقة يا بصلة معفنة,discredit,misogyny,active
@yumnafawaz IQ قوي عندك ... انو الخيار الآخر صار غنم ... تفه عموديلك شو بشعة ...,stereotyping & objectification,misogyny,active
@yumnafawaz انا اعتقد كان يقصد حراك العناصر الحزبية المشاغبة ضد ثورة الشعب اللبناني  المقهور...,none,none,none
@DimaSadek يا ريتك حكيتي شي صادق بحياتك يا اعلامية,none,none,none
@DimaSadek يا #ديمة_الواطية مش انتي كنت اكتر وحده عّم تزقفي مبارح بمؤتمر لي عمله الشيخسعد,discredit,misogyny,active
@DimaSadek نورتي طرابلس ديما ��,none,none,none
@riadkobaissi @DimaSadek بس للتصحيح اعتصموا بس ما سكروا طرقات بعرفك موضوعي وبلشت خاف عليك تركب الموجة.فلتسقط كل رموز الفساد وليس الدولة.,none,none,none
"@Nisso_andro @HichamHaddad57 @DimaSadek رواتب تقاعدية ووفاة ال جميل من المال العام
بيار جميل الجد
بشير جميل
امين جم… https://t.co/3qkwtLN0xU",none,none,none
RT @joeekaram: @NicoleHajal @LbciLebanon و انت وجه لبنان الحلو .❤��,none,none,none
"@GabyBahamas لا هيدا منوا فراس صديقي وانا مأكد
واللي حدوا ما كانت نانسي السبع",none,none,none
@yumnafawaz إن بعضَ العرب لا يقرأون، وإن قرأوا لا يفهمون ...,none,none,none
@DimaSadek انشالله بيقبر قلبك ومنخلص من سفاهتك,damning,misogyny,active
@DimaSadek يا بهيمه قال مش لح يسقط العهد فاقتضى التوضيح الحكومه متل اجرو,discredit,misogyny,active
@yumnafawaz �� كبرانه الخسة براسكن,none,none,none
@berrynawal بشرفك سكتي,none,none,none
@DimaSadek هذا لن يجعلك شريفة، بتضلّك واطية�,discredit,misogyny,active
@DimaSadek اه هيدي الصورة ما كتير طلعتي فيها حلوة ؟ https://t.co/5Es0paa8Z6,none,none,none
"#نانسي_السبع عم تحط نفسها محامي دفاع عن قطاعين الطرق عبر نقاش مع مي خريش..
تلفزيون الجديد #نضبو",none,none,none
@KhatibRasha @DimaSadek هي بتجيب الشتائم لحالها الصحفي المزبوط بيكون مع الناس وحيادي مش بحرض الناس عا بعضها وما حدا… https://t.co/ZUkq6qweIl,derailing,misogyny,active
@DimaSadek انت بتعرفي شو يعني المجد...وبعدين...بكرا بتعملوا كمان Lady night���,none,none,none
"برافو نانسي السبع بتكبّري القلب ❤️ الله يحميكِ ..
كل كلمة منك .. صلاة في رياض الصلح
@sabehnancy 
#لبنان_ينتفص",none,none,none
RT @Zaynab1298: @LbciLebanon @DimaSadek ما بدنا تحية من هل تفه ديما #ديما_الواطية,discredit,misogyny,active
@joellebouyounes ولا يهمك. انت محترفة وراقية ومهذبة. جايي الأيام.,none,none,none
@DimaSadek ههههههه.    تضربي ما احمرك.,discredit,misogyny,active
@yumnafawaz الله يسخطك,damning,misogyny,active
@samarabukhalil ست سمر مسؤولية نانسي السبع تنقل ما تحلل من راسا!!! وين النزاهة والعمل الإعلامي الأخلاقي؟؟؟,none,none,none
@DimaSadek ديما الواطيه.. داعشيه,discredit,misogyny,active
@DimaSadek ممكن نعرف اذا كانت متعاطية حبوب او حشيش https://t.co/WZA4Vm1d09,none,none,none
@DimaSadek فزعوا  من الشعب على أساس هم أبطال و بدهم يحرروا  القدس .... �����,none,none,none
@DimaSadek الله ياخوذ الحزب و كلابو,none,none,none
@DimaSadek تفضلي صرحي و ادفعي ��,none,none,none
@Jessicaazar لا ما ببكي ابدا.... ولا شوي. هيدا شي بيفرح القلب لأنو عم منشوف مين الشرفاء ومين لاء. هيدا فخر لبيروت لأنو الثورة عم تنتصر,none,none,none
@DimaSadek زوجك التهتول بيعرفك مجنونة����؟؟؟,discredit,misogyny,active
@yumnafawaz انضبي يا ام نص لسان,stereotyping & objectification,misogyny,active
"@DimaSadek @Lebanon24 يا حيوانة ما انت اصل الفتنة وكب الحرام .. 
استرجي انتقدي البطرك لتنكبي متل الكلبة برات شغلك .… https://t.co/P2nNO1th7j",discredit,misogyny,active
@DimaSadek كتير قوية ديما. الله يحميكي ❤️,none,none,none
@DimaSadek إنت كلبة شوارع يا ديما الواطيه,discredit,misogyny,active
@berrynawal ليش مزيّت شعرك هيك !,none,none,none
@DimaSadek ديما فيكي تسدي بوزك بليز يعني خلص والله ابكي بترتاحي ليش عم تحصري حالك هالقد ولا عم تقبضي عليهن شو قليلي يا حربوقة يا كلبة,stereotyping & objectification,misogyny,active
@berrynawal حلوين شعراتك &gt; �,none,none,none
@joellebouyounes بيستاهلوا ما أصرتي فيون,none,none,none
@DimaSadek بتمنالك يوم تنشحطي متل الكلبة، و ينفوكي خارح الأراضي اللبنانية متل ما عملو مع عون بهالزمناادت,discredit,misogyny,active
@DimaSadek وحياة الله انك مريضه نفسيا,discredit,misogyny,active
@DimaSadek فشرتي يا واطية,discredit,misogyny,active
@DimaSadek وانتي كنتي موجوده لعرفتي كل هذه الاخبار,none,none,none
@DimaSadek سدي حلقك,discredit,misogyny,active
@Jessicaazar وانتي وحدي منن,none,none,none
@ALJADEEDNEWS كانت live و قالت نانسي السبع انو اعلامي و منو امني... بكفي كذب,none,none,none
RT @Mtk65534296: @DimaSadek يلعن مساكي شو تافهة لمنخارك تفكيرك مش اكتر تفة عليكي شقفة مجدوبة,damning,misogyny,active
@NicoleHajal @DimaSadek وأنا شو فرقانة عندي عيد  ميلاد نادر. هبلتك كبيرة.,discredit,misogyny,active
"@DimaSadek اغبى مخلوقة بالتاريخ
جوعاني شهرة",discredit,misogyny,active
@DimaSadek يلعن صباحك وصباح ثورتك. قال ثورة قال �,damning,misogyny,active
حاليا لا اعرف هذه القناة.  قناة القديم ومراسليها. خصوصا نانسي السبع وسمر ابو خليل,none,none,none
"@DimaSadek حللي عننا انت كمان
يا اشتغلي متل العالم يا بلا طق حنق
ما تحاربة عالوضع الراهن",none,none,none
@yumnafawaz @General_Aoun جلسي لسانك يا طلابلس,discredit,misogyny,active
@DimaSadek مع الأسف انو تركيزك على الضاحية اكثر من حقوق الشعب ، الضاحية حاربت العدو الاسرائيلي ، انا كنت معك بس هلق… https://t.co/Af0nfMMLG4,none,none,none
@yumnafawaz روحي غطي زعران جعجع وجنبلاط  اللي عم يتعدوا ع العالم ويضربوها والسلام على مرأى الجيش بايدهم  يا تافهه… https://t.co/uY8YeFabWL,discredit,misogyny,active
@berrynawal الله يحميكي وربي انو خايفين عليكي ربي معاكي ويحميكي ويحمي الكادر الي معاكي,none,none,none
@DimaSadek ما تلتفتي للحشرات ست ديما. انتي صح وضلك مكفيه. الله معك,none,none,none
@DimaSadek يا غشيمة هوي قدمهن من زمان للقضاء بس المفتي تدخل و قال السنيورة خط احمر شكلك عايشة بالخسة,discredit,misogyny,active
@yumnafawaz بتلدغي بالكتابة عادي كتير و حلو بعد بس بالكتابة وك يا يمنى عم تلدغي! المتظاعهوين!!!!!!,stereotyping & objectification,misogyny,active
@yumnafawaz @rayaelhassan من يوم ما بكى عناصر من الجيش وهم بيعرفوا من قبل شو رح يسير بالمتظاهرين بوقتا ولقدام  وهم بتلقوا أوامر وبنفذوها,none,none,none
@DimaSadek الماكر لاصلو بلا اصل يا حجة ديما... بحب قلك انت رجعي لاصلك لنرجع نستقبلك بالخيام بدل ما نزعبك بالرناجر والصرامي,threat of violence,misogyny,active
@berrynawal @GhassanJawad1 Oule oule min b rabbek oule min #بس_يا_هبلة kello hayda 3m ysir w wala wa7ad eder ysaweron? 3ama le!!,discredit,misogyny,active
@DimaSadek انت يلي عطول الاولى بالوطاوة https://t.co/vPCzL6msph,discredit,misogyny,active
@DimaSadek نورتي طرابلس يا عروسة شمال بنحبك كتير,none,none,none
@DimaSadek ياسين جابر تشردق بل عشا عندك.. من جمال منشورك,none,none,none
@DimaSadek يسلم تمك يا أصيلة من يأكل ويسرق خيرات لبنان وولاء للخامنئي فهو عميل وخائن للبنان فليذهب عند خامنئي �,none,none,none
"@DimaSadek ديما مجرد سؤال. انتِ شو بدك ؟

ايّة ثوري -لفترضنا انك ثورية- لما يثور بكون عندو اهداف لثورته، انتِ شو اه… https://t.co/KOtt5bYidp",none,none,none
@DimaSadek @LBCI_NEWS بتكذبو كذبة وبتصدقوها يا واطية شفتي مرأة جنوبية ما شفتي بطرابلس كيف عم يحكو عن تمويل فعلا انك حقيرة وسخة,discredit,misogyny,active
@DimaSadek انت وحدة بنت كلب الناس بصور عم تتظاهر و ما حدا حكي معهم بس الش..... لمتلك بالنبطية ممنوع يسكرو الطرقات يا واطية  ديمة_الواطية#,discredit,misogyny,active
@DimaSadek انت ليش معقدة نفسيا ؟ ��� ادي عم تقبضي مصاري على كل جملة بتكتبيها؟ طعمرِِك شو محررة !! �,discredit,misogyny,active
@DimaSadek يلعن شرفك اذا وجد,discredit,misogyny,active
@DimaSadek الحرية والتحرر هما اهم ما يملكه الإنسان,none,none,none
"@DimaSadek الله يخرب بيت النسوان 
 والله انتو خربتو البلد انتو بلاء كبير والخطر الاكبر عالامن القومي �",stereotyping & objectification,misogyny,active
@yumnafawaz يا نص لسان,stereotyping & objectification,misogyny,active
@DimaSadek عميلة اسرائيلية,discredit,misogyny,active
@DimaSadek بلشنا نخبص يا ديما.. رجاء انتوا الاعلاميين انتبهوا ما تولعوا الشارع بليز,none,none,none
@DimaSadek قال لن يسقط العهد يا مجوية,discredit,misogyny,active
@yumnafawaz سدي النص نيع إلي ناتعتي . عم نسمع سيد الأمة.,stereotyping & objectification,misogyny,active
@fouadsarkis3 @Beirutiyat @DimaSadek المهم ان الثورة اجتماعية والمعيشية تجمعنا ونركز على هيدي المواضيع ..,none,none,none
@DimaSadek مش صحيح حكيك اتصلو بمستشفى النجدة الشعبية في النبطية: الدم الذي احتاجه المستشفى ليس بسبب فض الاعتصام في… https://t.co/DGJzxofVcR,none,none,none
@ahmedsalman007 @DimaSadek عيب عليك ما تعرف انا أخوك,none,none,none
@DimaSadek انت بحد ذاتك فتنة !,discredit,misogyny,active
@DimaSadek يا جماعة ما تردو على هل واطية سواقية هيك عم تعملولها قيمة حرام شوحقيرة,discredit,misogyny,active
@DimaSadek ديما #ديما_الواطية #ديماالكذابة #ديما_الحقيرة,discredit,misogyny,active
@dankar @yumnafawaz @rayaelhassan شو رأيك يسكروا الطريق قدام بيتك ��,none,none,none
"@DimaSadek انت وحدي كذابة ما قال لن تسقط الحكومة، قال لن يسقط العهد ...
فعلاً انك واطية و كذابة
#ديما_الواطية",discredit,misogyny,active
@DimaSadek ليه يا قردة من ايمتى كان سلاح حزب الله موجه ضد الناس ؟؟ مجدوبة انت ؟؟ مخك مريض بدك علاج ، سلاح الحزب موج… https://t.co/8aeRBohyLl,discredit,misogyny,active
RT @wildlotus_s: @DimaSadek بشفق ع بناتك عندن ام هلقد واطية �,discredit,misogyny,active
@berrynawal الله يعطيك العافيه ويحميكي,none,none,none
@DimaSadek ونحنا قلنا #ديما_الواطية وصار ترند بلبنان,discredit,misogyny,active
تحية الى نانسي السبع بطلة بمهنيتها والى سحر غدار صوت الجمهور المقاوم المقهور#لبنان_ينتفض,none,none,none
@DimaSadek هيدا الشعب اشرف من الكل وشباب الحزب من هيدا الشعب الشريف واذا ما عجبك لكن شو رأيك تزحطي وتعيشي بكوالالمبور,none,none,none
@berrynawal انت بطلة عن حق,none,none,none
@DimaSadek الزلزال منًك ادها يا قظم.,none,none,none
@DimaSadek طيب تعي معهم مش تنبحي من بعيد ناطرينك,discredit,misogyny,active
@abo_y3rob11 @DimaSadek عنجد كان معهن حق يقولوا عنك اشيا ما بتسوا ��,derailing,misogyny,active
@DimaSadek وصالونك يا ديما الواطية كان للسياسيين ؛) https://t.co/rCKisFKoDA,discredit,misogyny,active
@DimaSadek انشالله ما بتلاقي بلاطة لقبرك يا دبة,discredit,misogyny,active
@yumnafawaz بدك ١٠٠ سنة تتفهمي يلي قالو الرئيس. انضبي انتِ قليلة الاخلاق,discredit,misogyny,active
@DimaSadek الشجرة المثمرة وحدها ترمى بالحجارة. يا بطلة كلامك يخيفهم و وعيك يقلق لياليهم. ألف تحية لك ✌,none,none,none
نانسي السبع ابكي بترتاحي ���,stereotyping & objectification,misogyny,active
@yumnafawaz فشرتي يا زغيري,discredit,misogyny,active
@yumnafawaz شو يا  يايا   شو بدك بدنا نفهم بضغط الشعب اعملو يا بلا فهم شو بدك فهمينا  بدك دلك عم تترقوصي تحت دلك الساحة موجودة,stereotyping & objectification,misogyny,active
RT @lebanonnnnnnnn: @DimaSadek #ديما_الواطية #ديما_الشرشوحه عمى بقلبك ما اوطاكي تفه عقرفك,discredit,misogyny,active
@AntounnG @joellebouyounes كلنا #جويل_بويونس,none,none,none
"@DimaSadek بس لو سلخوكي شي كف 
#ديما_الواطية",threat of violence,misogyny,active
@DimaSadek يلي براسك ما رح توصليلو. حلم ابليس بالجنة,none,none,none
@khalilbaalbak @FaresHalabi @yumnafawaz تكرم عينك هاي سكرين شوت للقيادات وخلينا نشوف اذا رح يتبناك السيد,none,none,none
@DimaSadek انا بدي اشكرها صرت ضحكان من كل قلبي شي ٣٠ مرة thanks to her:),none,none,none
@DimaSadek كيفك يا عاهرة,discredit,misogyny,active
@DimaSadek استحي على دمك ،يا عيب الشوم على اخلاقك القذرة. الجيش بامرة الرئيس والاوادم وبس,discredit,misogyny,active
@Abdalna99354392 @DimaSadek تحياتي عزيزي... اتمنى لك يوم سعيد ومستقبل مشرق للبنان.. بعيد عن اي تحزب وطائفية .. تصحو… https://t.co/FIzGYGHDRa,none,none,none
@berrynawal @Abbad_2018 سلامة قلبك نوال ❤️,none,none,none
@yumnafawaz مين هيدي يمنى فواز اختا لبولا وديما,none,none,none
@DimaSadek كل الحب من ساحة النور الك❤️��,none,none,none
@DimaSadek انشاالله بيقبرك ومندعس على قبرك يا حقيرة,damning,misogyny,active
@DimaSadek هو عادة يضع شعار حسب المناسبة التى يتحدث عنها، وهو اليوم يتكلم عن وضع داخلي,none,none,none
@DimaSadek نشالله لمره جاي تكوني انت محلها يا #ديما_الوطية,discredit,misogyny,active
@yumnafawaz مين قال انو نحن معتبرينا ضده بالعكس نحن مبسوطين لانه استقال و اكيد فخورين فيه و كل الشعب اللبناني فخور… https://t.co/Wr0uYFbZYY,none,none,none
@DimaSadek شاطرة بالحكي والهبل  والله لخيام ولادها ولاد اصول الا انت مدري شو اصلك العاطل,discredit,misogyny,active
@yumnafawaz حتى اتت يا ام نص لسان روحي انضبي,stereotyping & objectification,misogyny,active
@yumnafawaz قليلة الأدب وبنت شارع,discredit,misogyny,active
@DimaSadek تويت برسم قيادة الجيش اللبناني@LebarmyOfficial,none,none,none
@LeBaNoN00000 @HasanDarwish6 @DimaSadek شو عميمننا اذا ابنو استشهد؟ اي معليشي ما الاف العالم استشهدت مش بس ابنه بعد… https://t.co/PETA0Xgpf7,none,none,none
@DimaSadek هذه ليست اعلاميه هذه انسانه حاقده ومأجوره لم ولن تكف عن ترويج الاكاذيب خدمه لمشغليها,discredit,misogyny,active
@DimaSadek ديما انت ونادين نجيم الهم انكن تبينوا تركو محل للثوار واكتفي بسرد الخبر انت انت من سكان القصور والفيلات وخاصة بمونت كارلو,none,none,none
@yumnafawaz سخافتك،وقلة فهمك بالسياسة بتمنعك تحكي غير بالمونتاج,discredit,misogyny,active
@Hatemrabah @DimaSadek اتركوها تبعبع للجلجوقة ���,discredit,misogyny,active
@NicoleHajal والله ما حدا مقهور منه الا امثالك وفهمك كفاية,none,none,none
@yumnafawaz ست يمنى بدك تنقلي الحدث وما تكوني محيزة الى احد هيك منعرف حرية الاعلام اما تكوني طرف بغض النظر مني محق… https://t.co/U3h6W81qwG,none,none,none
@NicoleHajal ما بقى تحرضي يا ... ه.ب.ي.ل.ة.,discredit,misogyny,active
RT @Jessicaazar: لو نحنا شعب بيعرف يحاسب.. ما كنا وصلنا لهون.. تعو نعمل انتخابات بكرا منرجع للاسف مننتخب نفس الاشخاص.. كيف بدو يتحسن الوضع…,none,none,none
"@yumnafawaz فيكي تاكلي خ ر ا يا مادموزيل يمنى الهبلة؟
وين الاعتداء عالمتظاهرين يا جحشة؟",discredit,misogyny,active
@yumnafawaz عالقليلة بيعرف يلفظ الحروف. عم تتمسخري عرجال قد بيك.,none,none,none
@DimaSadek اي انتبهي عا حردبتك. يلعن خملك ما ازنخك و ما اخملك ام دينين كبار,discredit,misogyny,active
@DimaSadek هذا النوع من الهتاف موجود بكل طريق مقطوعة او تجمع شو نسيتي انو الناس كلها مسيسة. كلن يعني كلن الا زعيمي,none,none,none
@DimaSadek يا ثوار المحن قوموا علنسوان https://t.co/mx7G1juge7,sexual harassment,misogyny,active
"الله يبارك بإيدين الشباب يلي عم تدافع عن سماحة السيد برياض الصلح ..بشرفكن شوفو نانسي السبع شو بها ..قناة الفتنة الجديد
#حزب_الله",none,none,none
@DimaSadek انشالله بيقبرك قريبا https://t.co/WOm1kvsJes,damning,misogyny,active
@DimaSadek استحي عا دمك اصحابك دافعوا عن الاسير ولا نسيتي يا اوسخ الناس احترمي كلامك بكفي,discredit,misogyny,active
@Motaz669 @DimaSadek حشرات سوريا الخونة غدا ناظره قريب,none,none,none
@DimaSadek أنت إنسانة نجسة وفاسدة ما بعرف كيف بعدك على ذمة رجال خليكي عم بتعوي .ابتعرفيها لأم وليد يلي كانت على زيت… https://t.co/MGVBhSI5UY,discredit,misogyny,active
@DimaSadek اهم شي المساواة و العداله,none,none,none
@yumnafawaz للأمانة أنا الجيش ردهم عني أكتر من مرة.. بس أنا كنت كل هالوقت مش عم بستوعب الخراب والجنون يلي عم يصير حولي,none,none,none
@ATgrPdUBBtxZDhg @LBCI_NEWS @DimaSadek بلا كذب ريفي والنازحين المستأجرون ينتفضون,none,none,none
@yumnafawaz تفضلي ست يمنى https://t.co/SJ3fK7Hz5L,none,none,none
"@DimaSadek العما بقلبك شو حاقدة
حتى الاشارة الاجابية بتحوليها سلبية",discredit,misogyny,active
"@Mir_eille @yumnafawaz اذا فركوحين ونص ومش قادرة تفتحي طريق 
وبخصوص � خلي الك بفيدك اكتر يا روح امك انتي",none,none,none
@DimaSadek صفيحة؟! حدا يقشطا التيليفون من ايدا بشرفكن��‍♀️,none,none,none
@DimaSadek الحقيقة بتوجع يا #ديما_الواطية,discredit,misogyny,active
@DimaSadek يا هبلة يلي ثايرين هني مع السيد مش ضدوا !! اذا انت ما بتعرفي تخلي ومخك محدود بتتهمي العالم العادية كمان!!!,discredit,misogyny,active
@Jessicaazar إنتي أكيدي من حكيك كلن يعني كلن وجعجع واحد منن,none,none,none
@Rania77768 @DimaSadek اعلامية مأجورة #ديما_الواطيه,discredit,misogyny,active
@rolawghina @hugo_chavez1970 @DimaSadek الحسين وقبله محمد عليهم السلام لم يكونوا ظلمة ولم يؤذوا أحدا لا مسلما ولا غ… https://t.co/XKbmp0x9P1,none,none,none
@DimaSadek الله يسمع منك ويقبر قلبك الهي,damning,misogyny,active
"@janabarakat14 @DimaSadek الأحرى ان تقول لها بأن تقف مع الناس والمساكين لا ان تغطي او تصمت عن الفاسدين
#ديما #المريضة",discredit,misogyny,active
@yumnafawaz ما درست بلاغة ومنطق.. بس مبين من طريقة حكيك انو شهادتك متل وسيلتك الإعلامية كذب وتضليل,derailing,misogyny,active
@berrynawal احلى واهضم مراسلة الله يحميكي https://t.co/BHpj8ZhADL,none,none,none
@DimaSadek نشالله بيقبر قلبك وعضامك حقك صرمايه,damning,misogyny,active
@DimaSadek ديما صادق شرشوحة الناهبين الوصولية السافلة حاملة هم الشعب الجائع والفقير,discredit,misogyny,active
"@DimaSadek تفه ع منظرك و شرفك و أصلك 
#ديما_الواطية",discredit,misogyny,active
@DimaSadek @alimouinjaber يا حرام شو عاملة بحالها يمكن من خمس سنين ما شفتها كنت مفكرها كبيرة عقل تسقط عمليات البوتكس,none,none,none
@DimaSadek موتي يا مريضة,damning,misogyny,active
@DimaSadek طيب كرمال مصداقيتك وبحلفك بروح وسام الحسن السيّد هيك قال ؟,none,none,none
@DimaSadek يا خائنة ستحاسبون كلكم يا #ديما #ديما #الواطية,discredit,misogyny,active
@Nisso_andro @NicoleHajal � بفهمك اديش اعصابك فارطه طولي بالك بس يفل هيلا هو بترتاحي,none,none,none
@DimaSadek @LBCI_NEWS من بعد هالهمروجة الرب يكون بعون كفر رمان �,none,none,none
@DimaSadek ملفك صار عند بيت شمص يا ديما.... نحنا ما خصنا,none,none,none
@yumnafawaz وكثير عليها حراك.,none,none,none
@jihadji71500791 @Jessicaazar كتير الصورة معبرة� العفو العام مش يعني البراءة وعفا الله عما مضى� بعني الأحكام عليه بعدا سارية المفعول,none,none,none
@ALJADEEDNEWS نانسي السبع بلا فتنة,none,none,none
"@DimaSadek ان لم يكن لك حاقدين فأنت انسان فاشل
الله يقويكي يا ديما
اعلامية حرة�",none,none,none
@DimaSadek عم يبهدلو حالن بحالن� تحية الك ست ديما,none,none,none
@yumnafawaz إحتراما لازم تقولي سماحة السيد حسن نصرالله ماشي وبعدين كلنا منعرف هول مين ومن وين جايين,none,none,none
@joellebouyounes جوجو تبقي بس تنزلي تعملي مقابلات مع الناس ما تجيبيون معكي بالسيارة وتنزليهن تحاورين ع أساس هني متظ… https://t.co/hTO92dv73L,none,none,none
"@DimaSadek قلتلك 100مرة المطبخ احسن لك...الولد الشقي بجيب مسبات للعبة
#السيد_نصر_الله_ثقتنا",stereotyping & objectification,misogyny,active
@yumnafawaz مش قليلة يا ام نص لسان انت للبشاعة عنوان,stereotyping & objectification,misogyny,active
@DimaSadek سافلة من بلادي,discredit,misogyny,active
@DimaSadek للتصحيح : السيد قال أن لا نؤيد سقوط الحكومة !,none,none,none
@lhajeeIhssan @DimaSadek تحيه وتقدير ممكن اعرف معنى كلمه الازعر؟وشكراً,none,none,none
@DimaSadek الأرض الي بدوسيها بتنجسيها بكلةبساطة منكرهك �,discredit,misogyny,active
@DimaSadek إعلامية  انتهازية من الزمن المنحط والرديء  تدعي الثورة والثوار   وهي تعيش في عالم الثراء و البذخ  صديقة… https://t.co/JhbGwmfJgl,discredit,misogyny,active
@DimaSadek شوكة بعينك يا واطية #ديما_الواطية,discredit,misogyny,active
@joellebouyounes فشروا. انتي ست الستات.,none,none,none
"@yumnafawaz يمنى هول اكيد جماعه امل 
وهدفون تحويل المظاهرات طائفيه 
الحزب اكبر من هيك",none,none,none
@yumnafawaz بيكونوا فكروكي شاب � ما تواخذينا,discredit,misogyny,active
@DimaSadek تاركينك تجحشي لحالك #ديما_الواطَية #ديما_الداشره https://t.co/ANFDOTpsQr,discredit,misogyny,active
@DimaSadek والحشا عقلاتك متل الصباط كل يوم بدو دعس بالاجر,derailing,misogyny,active
"@DimaSadek يييييييي ريتك اتّخي
غبية والحشى غبية 
يلعن مساكي مرة ثانية 
وجه الغراب واك واك",discredit,misogyny,active
@berrynawal مشتقلك يا زعرة �,sexual harassment,misogyny,active
@CaffeineRo @EveKhair نانسي السبع صارت على لائحة الاعلاميين الحقراء,discredit,misogyny,active
@DimaSadek عميلة متصهينة ..تفه,discredit,misogyny,active
"ديما صادق تشارك في التظاهرات بساحة النور...""طرابلس تحيي جرحى النبطية اليوم""
https://t.co/dJs9gnNmFz #لبنان_ينتفض… https://t.co/P0c19RAoXs",none,none,none
@Marwa_leb @DimaSadek �� كل واحد عندو رأيو انا وقتا سبوها ما حكيت ولا علقت مع حدا لان بحترم آراء الكل!,none,none,none
@DimaSadek يا هبلة هول مش سفارة هول قوة عالمية بدها تمحي عن وجه الارض معلمينك الصهاينة والامركان,discredit,misogyny,active
@DimaSadek ما سمعتي المفتي مش دريان قال السنيورة خط احمر.,none,none,none
@yumnafawaz برافووووو عم تحرضي عالجيش مشالله شو فهماني وواعيي بس تفه,discredit,misogyny,active
@yumnafawaz شو عمبصير معك ما في حرف ظابط على التاني,none,none,none
@NicoleHajal @arkay83 هيّ حالك لتتعرفي على معلمتك الجديدة يا كركمة�� https://t.co/EVqDBMwtPF,discredit,misogyny,active
@yumnafawaz لو بتسمعينا سكوتك يا إم نصف لسان.. بعد ناقصنا هيك بضاعة عتلانة همّ النازحين..,stereotyping & objectification,misogyny,active
@JadTimany @DimaSadek للعهر عنوان #ديما_الواطية,discredit,misogyny,active
@DimaSadek وح تضلي ديما الواطية,discredit,misogyny,active
@DimaSadek والله لنكيف ما كنا عارفين������,none,none,none
@berrynawal حلو كتير عم تسبي عالهوا، مستواكي زباله,discredit,misogyny,active
@DimaSadek توقعي بسكتة قلبية وما حدا يلمك,damning,misogyny,active
"RT @mazenalkhaled: @DimaSadek #طرابلس_تتنفض_وتنفض_عنها_وسخ_السياسة
هذه المدينة  إلا أنه يعاني من الفقر والحرمان والتشويه لكن هذه الساحة أظه…",none,none,none
@bouba168 @DimaSadek قوية وعليكم السلام عزيزتي ❤️,none,none,none
"@RahilEmy @DimaSadek وفعلا  مأسات لبنان ومشاكله كله بسبب حزب الله 
عامل دولة داخل الدولة ....
الله  يخزيه",none,none,none
@DimaSadek روحي نقبري عل القضاء طالبي يا ساقطه,discredit,misogyny,active
@DimaSadek بدهن يقضوا على هذه الثوره لانها اذا نجحت وسوف تنجح سوف تقضي على الكثير من المقدسات....,none,none,none
@DimaSadek يلعن ابو الصدق تبعك ..فاجرة و مأجورة ..انتو الإعلاميين المأجورين ما بتفرقوا عن السياسيين بتكملوا بعضكن ى,discredit,misogyny,active
"@DimaSadek يا ديما اتركيهم، بالنهاية هني متلنا مقهورين وجوعانين. 
ونحنا منضل شعب واحد . اذا ربحنا ربحوا واذا خسرنا اكلوا هوا معنا",none,none,none
@yumnafawaz تفه عليها من بين المراسلين عيب عنجد!,discredit,misogyny,active
"@Linalina961 @DimaSadek صح قال العهد
وترك موضوع الحكومة للحريري",none,none,none
@Zainab13668441 @shoferenvoy @yumnafawaz Say hello to the camera :) بدكن فت خبز كتييييييييير,none,none,none
@DimaSadek نزلي أنت يا شنتيرة,discredit,misogyny,active
@yumnafawaz بدي اسألك يا جهبذة،افترضنا بس عم تاكلوا بطاطا وعدس ولبنة وانسي الدجاج والهريسة  ما هول لحالن اذا واحد ب… https://t.co/T61M8S5QX9,none,none,none
@joellebouyounes تابعي...عملك رائع,none,none,none
@DimaSadek مابتشوفي ابعد  من انفك يا شرشوحة,discredit,misogyny,active
"@DimaSadek اذا معكن مصاري هلأد لشو عم تنتفضو وتشكو وتنعو 
انو معكن مليون دولار حق شماسي بس",none,none,none
"RT @Khaled34791056: بس لانها حيادية و قلبها ع وطنها و لان ما بهمها ولا زعيم.
اصلاً كل يلي طلعوا (#)  ضدها لم و لن يكونوا مثلها!! #كلنا_ديما…",none,none,none
@DimaSadek هل ضربك الطرش والحول رجعي سمعي شو قال يا هبلا,discredit,misogyny,active
@yumnafawaz @monasaliba اعطينا دليلك الحسي ان الوزير باسيل هو من ضغط انت تبثين فتنة و لا اعلم تاريخك لكن ما قرأته م… https://t.co/AjiuN3qbbo,none,none,none
@DimaSadek ما تريدي على حدا انتي قصدك انوا ما يضل طوائف #ديما_حبيبة_قلبي,none,none,none
@DimaSadek يعني لو حضرتيك من الشعب كنتي شريفة .. خلص ما بدنا اياكي بالشعب خليكي بلا شرف يا... ديما الواطية...,discredit,misogyny,active
@DimaSadek العمى بهبلتك ولووووو...,discredit,misogyny,active
"@DimaSadek يا الله شو قادميّة شو هالمبادرة فشرتي تشوهي سمعت لجنوب يا واطية.
#ديما_الواطية 
#تفه",discredit,misogyny,active
